id_paciente,nombre,rut,Edad,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,riesgo,Edad_Original,Puntaje,Riesgo
1353,Caty,235438956,,9/10/2025,1,1.0,0,0,0.0,3,0,,1,Moderado,,49,1
1841,Jackelyn,833035851,3.0,9/10/2025,1,0.0,0,0,3.0,0,1,,0,Moderado,97.0,18,0
1489,Pepita,952708760,1.0,9/10/2025,1,0.0,1,1,2.0,0,1,,0,Alto,45.0,40,1
1821,Scarlett,582369299,2.0,9/10/2025,1,1.0,1,0,0.0,0,1,,2,Alto,59.0,57,2
1340,Bettye,235292532,3.0,9/10/2025,1,1.0,0,0,1.0,0,1,,0,Alto,88.0,51,2
1392,Emalee,843245039,3.0,9/10/2025,1,1.0,0,1,0.0,0,0,,1,Moderado,71.0,91,2
1065,Florrie,302834412,0.0,9/10/2025,1,0.0,0,1,2.0,0,1,,2,Moderado,37.0,39,1
1346,Iseabal,226150415,1.0,9/10/2025,1,1.0,1,1,3.0,3,1,,2,Moderado,40.0,78,2
1470,Gnni,296221723,3.0,9/10/2025,1,1.0,1,1,2.0,0,0,,0,Bajo,89.0,83,2
1813,Liuka,547656795,0.0,9/10/2025,1,1.0,1,1,3.0,3,0,,0,Alto,19.0,68,2
1275,Calli,375806581,3.0,9/10/2025,1,1.0,0,1,1.0,1,1,,0,Bajo,63.0,83,2
1961,Jessamyn,810633805,3.0,9/10/2025,1,1.0,0,0,,0,0,,1,Bajo,92.0,61,2
1021,Timi,261924557,3.0,9/10/2025,1,1.0,0,1,0.0,0,1,,2,Bajo,79.0,91,2
1623,Kaleena,684017788,3.0,9/10/2025,1,0.0,0,0,0.0,1,0,,2,Bajo,69.0,41,1
1931,Aurora,104893018,3.0,9/10/2025,1,1.0,1,0,1.0,0,1,,2,Moderado,67.0,63,2
1839,Rycca,722524343,0.0,9/10/2025,1,1.0,1,1,2.0,3,1,,1,Alto,29.0,73,2
1250,Mallissa,232995779,3.0,9/10/2025,1,0.0,1,0,0.0,1,0,,2,Moderado,96.0,45,1
1943,Daffie,568331434,3.0,9/10/2025,1,1.0,1,1,3.0,3,1,,0,Alto,92.0,85,2
1343,Nonnah,636395432,3.0,9/10/2025,1,1.0,0,1,2.0,0,1,,1,Alto,86.0,81,2
1575,Lona,924330277,1.0,9/10/2025,1,0.0,1,0,1.0,3,0,,1,Alto,47.0,31,1
1404,Benny,101650177,1.0,9/10/2025,1,0.0,0,1,3.0,2,1,,0,Bajo,49.0,38,1
1712,Eveleen,651539428,3.0,9/10/2025,1,1.0,1,0,0.0,1,0,,1,Alto,91.0,67,2
1979,Fanny,853259855,3.0,9/10/2025,1,0.0,0,1,3.0,3,1,,2,Alto,97.0,64,2
1291,Benny,505850077,1.0,9/10/2025,1,0.0,0,1,1.0,0,0,,1,Alto,47.0,49,1
1895,Brooks,634423612,3.0,9/10/2025,1,0.0,0,1,3.0,1,0,,0,Alto,87.0,53,2
1974,Beatrisa,818041705,2.0,9/10/2025,1,0.0,0,1,3.0,3,1,,0,Moderado,59.0,48,1
1616,Jerry,586663363,,9/10/2025,1,1.0,1,1,3.0,2,1,,1,Bajo,,67,2
1401,Cindelyn,650330318,3.0,9/10/2025,1,0.0,1,1,3.0,3,0,,1,Alto,68.0,68,2
1289,Benedicta,495639792,2.0,9/10/2025,1,1.0,1,1,3.0,0,1,,1,Alto,51.0,74,2
1034,Rasia,381948319,3.0,9/10/2025,1,0.0,1,0,2.0,0,0,,2,Bajo,90.0,36,1
1618,Hildagarde,893343071,2.0,9/10/2025,1,0.0,0,0,2.0,3,1,,0,Bajo,59.0,21,1
1354,Ernaline,989655404,2.0,9/10/2025,1,0.0,1,1,1.0,0,0,,2,Alto,54.0,63,2
1024,Adina,658543346,1.0,9/10/2025,1,1.0,0,0,,1,1,,2,Bajo,41.0,48,1
1191,Lelah,233838865,3.0,9/10/2025,1,0.0,0,0,3.0,3,0,,0,Bajo,64.0,29,1
1187,Brandi,267045037,3.0,9/10/2025,1,0.0,0,0,3.0,0,0,,2,Alto,73.0,29,1
1011,Cristi,297747225,3.0,9/10/2025,1,0.0,0,0,2.0,1,1,,1,Moderado,99.0,28,1
1539,Torrie,205067177,3.0,9/10/2025,1,1.0,0,1,3.0,3,0,,1,Moderado,98.0,89,2
1436,Katuscha,775394342,1.0,9/10/2025,1,0.0,0,0,1.0,3,1,,1,Alto,41.0,24,1
1416,Winnifred,340828528,3.0,9/10/2025,1,1.0,1,0,0.0,1,0,,1,Moderado,94.0,67,2
1843,Goldia,462695900,3.0,9/10/2025,1,0.0,1,0,0.0,3,1,,2,Moderado,86.0,48,1
1458,Audre,435151788,3.0,9/10/2025,1,0.0,1,0,3.0,1,1,,0,Moderado,86.0,24,1
1309,Claribel,378896462,3.0,9/10/2025,1,0.0,0,0,3.0,2,0,,2,Moderado,86.0,34,1
1602,Madelina,368651313,0.0,9/10/2025,1,1.0,1,1,1.0,2,0,,0,Bajo,39.0,73,2
1024,Marje,987720943,1.0,9/10/2025,1,1.0,1,0,1.0,3,1,,2,Alto,40.0,56,2
1033,Penni,683093634,3.0,9/10/2025,1,0.0,1,1,1.0,2,1,,0,Bajo,72.0,65,2
1868,Mel,754757779,1.0,9/10/2025,1,0.0,0,0,1.0,0,1,,1,Alto,48.0,16,0
1349,Henka,754374484,3.0,9/10/2025,1,0.0,0,0,2.0,1,1,,0,Moderado,66.0,23,1
1987,Mellie,196004009,2.0,9/10/2025,1,0.0,0,0,0.0,0,0,,0,Bajo,52.0,23,1
1352,Minnaminnie,766446298,0.0,9/10/2025,1,1.0,1,1,2.0,2,1,,0,Bajo,21.0,65,2
1683,Hali,620838961,3.0,9/10/2025,1,0.0,1,1,0.0,1,0,,0,Bajo,60.0,67,2
1106,Ester,663501460,2.0,9/10/2025,1,0.0,1,1,3.0,2,1,,1,Moderado,50.0,54,2
1282,Bari,709436365,0.0,9/10/2025,1,1.0,1,1,0.0,2,0,,0,Moderado,24.0,75,2
1108,Patricia,362075440,3.0,9/10/2025,1,1.0,0,1,0.0,1,1,,0,Moderado,76.0,85,2
1560,Corinna,399382222,1.0,9/10/2025,1,1.0,0,0,0.0,2,1,,0,Bajo,47.0,43,1
1266,Lorrie,359767156,3.0,9/10/2025,1,0.0,0,1,2.0,3,0,,0,Bajo,86.0,62,2
1481,Jeane,182007176,0.0,9/10/2025,1,0.0,0,1,2.0,0,0,,2,Moderado,23.0,42,1
1649,Marylynne,804605692,,9/10/2025,1,1.0,1,1,3.0,2,0,,1,Moderado,,70,2
1379,Ramonda,706788089,0.0,9/10/2025,1,1.0,0,1,1.0,2,0,,2,Alto,29.0,77,2
1070,Helli,244584147,,9/10/2025,1,1.0,0,0,1.0,3,0,,2,Alto,,50,2
1934,Livy,176659700,1.0,9/10/2025,1,1.0,1,0,0.0,2,0,,0,Moderado,40.0,50,2
1169,Abagael,896743678,3.0,9/10/2025,1,1.0,0,1,3.0,2,0,,2,Bajo,87.0,89,2
1850,Eadith,758664238,0.0,9/10/2025,1,0.0,0,0,1.0,0,0,,2,Moderado,20.0,17,0
1030,Margaret,812293838,0.0,9/10/2025,1,1.0,0,0,3.0,0,0,,1,Alto,34.0,31,1
1982,Talya,403083653,2.0,9/10/2025,1,0.0,1,1,0.0,1,0,,2,Moderado,57.0,67,2
1491,Rebe,732947841,0.0,9/10/2025,1,0.0,0,0,0.0,1,0,,2,Alto,28.0,21,1
1661,Kristal,581235251,0.0,9/10/2025,1,0.0,1,0,,2,1,,0,Moderado,24.0,17,0
1931,Beulah,954878191,1.0,9/10/2025,1,0.0,1,1,3.0,1,0,,0,Bajo,40.0,42,1
1961,Dix,787172055,0.0,9/10/2025,1,0.0,0,0,,2,1,,2,Moderado,20.0,21,1
1335,Letty,430674275,3.0,9/10/2025,1,1.0,1,1,1.0,0,0,,1,Moderado,64.0,93,2
1294,Dulcine,939129519,0.0,9/10/2025,1,0.0,0,0,2.0,2,0,,0,Alto,28.0,9,0
1914,Christabella,956245413,3.0,9/10/2025,1,0.0,0,1,3.0,2,1,,0,Alto,75.0,53,2
1305,Rivi,225023920,1.0,9/10/2025,1,1.0,1,1,2.0,2,0,,2,Bajo,42.0,81,2
1569,Catie,519245676,1.0,9/10/2025,1,1.0,1,0,0.0,1,1,,1,Bajo,48.0,49,1
1810,Sibylle,760467076,3.0,9/10/2025,1,1.0,0,0,,0,0,,2,Bajo,90.0,64,2
1340,Audra,425127238,1.0,9/10/2025,1,1.0,1,0,2.0,0,0,,1,Bajo,49.0,43,1
1547,Elinore,877930993,2.0,9/10/2025,1,1.0,0,0,0.0,3,0,,0,Bajo,50.0,56,2
1676,Amaleta,390019809,3.0,9/10/2025,1,1.0,0,0,2.0,3,0,,2,Alto,89.0,65,2
1026,Janella,566707986,1.0,9/10/2025,1,1.0,1,0,2.0,1,0,,2,Alto,48.0,48,1
1703,Ora,379610067,,9/10/2025,1,1.0,0,1,2.0,1,0,,0,Bajo,,61,2
1092,Alli,283622012,3.0,9/10/2025,1,0.0,0,1,0.0,1,0,,1,Alto,76.0,68,2
1070,Kristi,813927043,3.0,9/10/2025,1,1.0,0,0,1.0,1,0,,2,Moderado,76.0,64,2
1047,Kathy,325478062,2.0,9/10/2025,1,0.0,1,0,2.0,3,1,,2,Alto,58.0,33,1
1996,Shandee,208412796,3.0,9/10/2025,1,1.0,1,1,1.0,0,1,,0,Alto,72.0,85,2
1354,Isahella,504519453,3.0,9/10/2025,1,1.0,1,0,1.0,3,1,,1,Bajo,73.0,68,2
1597,Florenza,432962182,3.0,9/10/2025,1,0.0,1,0,2.0,2,0,,1,Alto,73.0,38,1
1435,Phedra,795899116,0.0,9/10/2025,1,1.0,0,1,0.0,2,0,,0,Bajo,34.0,71,2
1806,Noelani,768547156,,9/10/2025,1,0.0,0,1,2.0,3,1,,1,Bajo,,44,1
1252,Sher,918063635,3.0,9/10/2025,1,1.0,0,0,1.0,0,0,,0,Moderado,99.0,54,2
1674,Elspeth,160691212,1.0,9/10/2025,1,1.0,0,0,,1,1,,1,Alto,49.0,45,1
1741,Yasmeen,758050328,3.0,9/10/2025,1,,0,1,3.0,0,1,,1,Moderado,72.0,53,2
1334,Camilla,923804086,3.0,9/10/2025,1,0.0,1,1,0.0,0,1,,2,Alto,75.0,70,2
1173,Sharai,100796478,3.0,9/10/2025,1,0.0,0,1,,3,1,,2,Moderado,60.0,74,2
1546,Pauly,267389681,0.0,9/10/2025,1,0.0,1,1,1.0,1,0,,1,Bajo,36.0,50,2
1424,Fayina,491587720,0.0,9/10/2025,1,1.0,0,1,3.0,1,1,,2,Moderado,27.0,63,2
1018,Orsa,879761264,0.0,9/10/2025,1,0.0,0,0,2.0,0,1,,1,Bajo,23.0,6,0
1221,Abagail,391207280,3.0,9/10/2025,1,1.0,1,0,0.0,3,1,,0,Bajo,64.0,65,2
1940,Shara,888775290,,9/10/2025,1,0.0,1,0,3.0,0,0,,0,Moderado,,5,0
1130,Sorcha,788181906,1.0,9/10/2025,1,1.0,1,1,3.0,1,1,,1,Alto,44.0,69,2
1303,Joey,627742019,3.0,9/10/2025,1,1.0,0,0,,2,0,,0,Alto,97.0,61,2
1985,Maryjo,594023836,1.0,9/10/2025,1,0.0,1,0,2.0,3,1,,1,Moderado,42.0,23,1
1815,Glad,303633540,0.0,9/10/2025,1,0.0,0,0,1.0,0,0,,0,Bajo,38.0,9,0
1047,Arlen,168827508,3.0,9/10/2025,1,0.0,0,0,2.0,2,1,,1,Bajo,65.0,31,1
1230,Paulette,531573185,3.0,9/10/2025,1,0.0,1,0,2.0,0,1,,1,Moderado,74.0,30,1
1291,Marlie,916686457,3.0,9/10/2025,1,0.0,1,0,2.0,2,0,,2,Bajo,78.0,41,1
1897,Melessa,872938842,3.0,9/10/2025,1,1.0,1,1,0.0,3,0,,0,Moderado,71.0,98,2
1064,Raine,476171252,0.0,9/10/2025,1,1.0,1,1,3.0,3,0,,0,Alto,26.0,68,2
1867,Ginni,437249123,0.0,9/10/2025,1,1.0,1,0,1.0,0,1,,0,Bajo,34.0,35,1
1631,Linea,786343287,,9/10/2025,1,1.0,1,1,3.0,2,1,,1,Moderado,,67,2
1191,Meghan,396955328,3.0,9/10/2025,1,1.0,1,0,1.0,2,1,,2,Alto,69.0,68,2
1442,Portia,270833786,,9/10/2025,1,0.0,0,1,3.0,3,0,,1,Alto,,44,1
1593,Juliet,394883469,0.0,9/10/2025,1,1.0,0,1,1.0,1,0,,0,Moderado,25.0,66,2
1630,Cecilia,880052698,1.0,9/10/2025,1,1.0,0,1,1.0,2,0,,2,Alto,46.0,82,2
1773,Ariela,649589326,1.0,9/10/2025,1,1.0,1,0,0.0,2,0,,0,Alto,44.0,50,2
1377,Shana,866657454,0.0,9/10/2025,1,0.0,0,1,1.0,2,1,,1,Bajo,21.0,46,1
1036,Andra,149202408,0.0,9/10/2025,1,0.0,1,1,1.0,3,1,,0,Moderado,24.0,48,1
1445,Eden,340836980,3.0,9/10/2025,1,1.0,0,0,0.0,3,1,,0,Bajo,65.0,61,2
1423,Danila,576281571,3.0,9/10/2025,1,1.0,1,0,1.0,3,0,,2,Moderado,69.0,74,2
1226,Jerrilee,386697186,0.0,9/10/2025,1,0.0,0,0,,2,1,,2,Alto,25.0,21,1
1239,Lynne,305407662,0.0,9/10/2025,1,1.0,0,1,2.0,0,0,,0,Alto,33.0,59,2
1722,Fancie,782591013,3.0,9/10/2025,1,0.0,1,0,2.0,2,1,,0,Bajo,99.0,30,1
1832,Myrna,375218109,3.0,9/10/2025,1,,0,0,0.0,2,0,,0,Moderado,68.0,36,1
1667,Rycca,379600508,3.0,9/10/2025,1,1.0,0,1,0.0,2,0,,1,Bajo,89.0,96,2
1843,Doretta,148769577,0.0,9/10/2025,1,0.0,0,1,0.0,3,0,,1,Moderado,33.0,54,2
1518,Lanie,857439508,,9/10/2025,1,0.0,0,1,0.0,1,0,,0,Alto,,43,1
1012,Fleurette,628775353,2.0,9/10/2025,1,0.0,0,0,,2,1,,1,Bajo,53.0,30,1
1366,Roxy,492323523,0.0,9/10/2025,1,0.0,1,0,3.0,3,1,,2,Bajo,38.0,18,0
1282,Kailey,118226094,1.0,9/10/2025,1,,0,0,2.0,3,0,,2,Moderado,43.0,25,1
1797,Caty,772616806,3.0,9/10/2025,1,0.0,0,0,1.0,0,1,,0,Bajo,98.0,26,1
1381,Letty,925041701,1.0,9/10/2025,1,0.0,1,0,2.0,3,0,,0,Bajo,45.0,21,1
1179,May,852120668,,9/10/2025,1,0.0,1,1,2.0,3,1,,1,Moderado,,48,1
1426,Brunhilda,206788791,3.0,9/10/2025,1,1.0,0,0,2.0,2,0,,0,Bajo,99.0,54,2
1503,Nixie,295817827,3.0,9/10/2025,1,1.0,1,0,0.0,2,1,,0,Bajo,92.0,62,2
1640,Steffane,780404417,1.0,9/10/2025,1,0.0,1,0,0.0,0,0,,2,Moderado,47.0,28,1
1269,Gayle,631899763,3.0,9/10/2025,1,1.0,0,0,0.0,0,1,,2,Moderado,68.0,61,2
1950,Aloise,951685383,3.0,9/10/2025,1,1.0,0,0,1.0,3,0,,0,Bajo,91.0,62,2
1771,Nicol,472555131,1.0,9/10/2025,1,0.0,0,1,3.0,3,0,,2,Bajo,45.0,52,2
1890,Lynsey,855912430,3.0,9/10/2025,1,1.0,1,1,2.0,0,1,,2,Moderado,60.0,88,2
1540,Hannah,900809450,2.0,9/10/2025,1,0.0,0,0,1.0,1,1,,1,Alto,58.0,25,1
1546,Ilsa,171815021,3.0,9/10/2025,1,1.0,0,1,1.0,3,1,,2,Bajo,88.0,97,2
1675,Pansy,456879506,3.0,9/10/2025,1,0.0,0,1,2.0,2,1,,1,Bajo,90.0,61,2
1770,Emeline,550012565,3.0,9/10/2025,1,1.0,0,1,,0,0,,2,Bajo,88.0,94,2
1924,Korrie,222692400,0.0,9/10/2025,1,1.0,0,1,0.0,2,0,,2,Alto,19.0,79,2
1028,Dreddy,727281967,0.0,9/10/2025,1,0.0,1,1,2.0,1,0,,1,Moderado,36.0,45,1
1109,Abbi,878785501,3.0,9/10/2025,1,1.0,0,0,0.0,0,1,,1,Bajo,82.0,58,2
1748,Natty,211139657,2.0,9/10/2025,1,1.0,1,0,3.0,1,1,,1,Moderado,57.0,46,1
1846,Lona,700128097,3.0,9/10/2025,1,1.0,1,0,0.0,2,0,,1,Moderado,83.0,70,2
1856,Kristel,171638077,3.0,9/10/2025,1,1.0,0,1,,0,0,,1,Alto,71.0,91,2
1430,Feodora,786670614,3.0,9/10/2025,1,1.0,0,0,3.0,2,0,,2,Bajo,96.0,59,2
1077,Fredericka,821718649,3.0,9/10/2025,1,1.0,0,0,0.0,2,0,,1,Bajo,71.0,66,2
1832,Irene,562579463,2.0,9/10/2025,1,0.0,0,1,1.0,0,0,,0,Bajo,52.0,51,2
1126,Susy,707975481,0.0,9/10/2025,1,0.0,1,1,1.0,1,1,,2,Moderado,31.0,50,2
1714,Bethena,537620017,3.0,9/10/2025,1,1.0,0,1,3.0,0,0,,1,Moderado,92.0,81,2
1325,Marji,709571239,3.0,9/10/2025,1,0.0,0,1,1.0,3,1,,2,Bajo,96.0,72,2
1051,De,492148210,3.0,9/10/2025,1,1.0,1,0,3.0,1,1,,0,Moderado,67.0,49,1
1062,Demetra,470507017,3.0,9/10/2025,1,0.0,1,0,1.0,0,0,,1,Alto,61.0,38,1
1489,Kandace,225674259,3.0,9/10/2025,1,1.0,0,1,1.0,3,1,,2,Bajo,90.0,97,2
1747,Binny,740235362,2.0,9/10/2025,1,1.0,1,0,1.0,1,1,,0,Moderado,51.0,49,1
1056,Madelina,214461418,3.0,9/10/2025,1,0.0,0,0,1.0,1,1,,1,Bajo,93.0,33,1
1690,Hertha,972918201,3.0,9/10/2025,1,0.0,0,1,0.0,0,0,,2,Moderado,76.0,69,2
1242,Corliss,575500780,0.0,9/10/2025,1,1.0,0,1,1.0,0,1,,1,Alto,28.0,66,2
1959,Minda,284536517,3.0,9/10/2025,1,0.0,1,0,2.0,3,0,,2,Moderado,68.0,44,1
1653,Astrid,926004164,0.0,9/10/2025,1,1.0,0,1,2.0,3,1,,0,Moderado,19.0,64,2
1065,Jess,228546247,0.0,9/10/2025,1,0.0,0,1,2.0,1,0,,0,Bajo,31.0,36,1
1700,Mercedes,747050595,3.0,9/10/2025,1,1.0,0,0,3.0,2,1,,0,Alto,91.0,48,1
1168,Marleen,823477672,0.0,9/10/2025,1,1.0,0,1,1.0,3,1,,1,Bajo,28.0,74,2
1350,Darya,133252876,3.0,9/10/2025,1,0.0,0,1,0.0,2,0,,0,Alto,84.0,66,2
1091,Melanie,567482329,1.0,9/10/2025,1,0.0,1,0,3.0,3,1,,0,Bajo,40.0,15,0
1228,Darla,714308761,3.0,9/10/2025,1,0.0,1,0,2.0,2,0,,2,Bajo,73.0,41,1
1035,Sydel,604657533,2.0,9/10/2025,1,1.0,1,1,3.0,1,1,,2,Moderado,52.0,79,2
1341,Nelia,245465691,0.0,9/10/2025,1,1.0,1,0,3.0,2,0,,2,Moderado,37.0,43,1
1514,Elsi,183847998,0.0,9/10/2025,1,0.0,1,0,0.0,3,0,,1,Moderado,37.0,28,1
1423,Fey,737486295,0.0,9/10/2025,1,0.0,1,0,2.0,1,1,,0,Alto,37.0,7,0
1176,Ruthy,740257534,0.0,9/10/2025,1,0.0,1,1,0.0,0,0,,2,Bajo,18.0,53,2
1919,Lavina,664703060,1.0,9/10/2025,1,1.0,0,0,0.0,3,0,,1,Alto,46.0,54,2
1949,Addi,602390434,1.0,9/10/2025,1,0.0,1,0,1.0,1,0,,1,Moderado,42.0,25,1
1798,Benedicta,542694185,3.0,9/10/2025,1,1.0,1,0,1.0,2,0,,1,Bajo,96.0,68,2
1870,Andromache,940591777,,9/10/2025,1,1.0,0,0,2.0,1,0,,0,Alto,,31,1
1018,Pamela,294496128,1.0,9/10/2025,1,0.0,0,1,1.0,1,1,,0,Moderado,47.0,43,1
1412,Gina,820837882,2.0,9/10/2025,1,0.0,0,0,,2,1,,1,Bajo,57.0,30,1
1000,Agace,171984385,3.0,9/10/2025,1,1.0,1,0,2.0,0,1,,1,Bajo,71.0,55,2
1452,Rosemonde,150979184,3.0,9/10/2025,1,1.0,1,1,0.0,1,0,,1,Moderado,77.0,97,2
1150,Mandi,592263119,3.0,9/10/2025,1,1.0,1,1,,3,0,,1,Moderado,83.0,103,2
1967,Bobbe,446492884,3.0,9/10/2025,1,1.0,0,1,0.0,3,0,,1,Alto,66.0,99,2
1790,Davina,265184061,1.0,9/10/2025,1,0.0,0,0,1.0,0,1,,2,Bajo,45.0,19,0
1844,Traci,397255025,0.0,9/10/2025,1,1.0,1,1,2.0,1,1,,1,Alto,27.0,67,2
1050,Ruthi,757294707,3.0,9/10/2025,1,0.0,1,1,2.0,1,0,,1,Alto,86.0,65,2
1435,Raine,956144122,0.0,9/10/2025,1,0.0,0,0,2.0,1,1,,0,Alto,27.0,3,0
2229,Brittani,340572805,3.0,9/10/2025,1,1.0,1,0,1.0,1,0,,1,Alto,65.0,65,2
2613,Nelle,310852090,2.0,9/10/2025,1,1.0,1,1,0.0,0,1,,1,Moderado,56.0,84,2
2816,Imogen,638693442,3.0,9/10/2025,1,1.0,1,1,1.0,0,0,,1,Bajo,74.0,93,2
2278,Stephani,487562999,0.0,9/10/2025,1,1.0,1,1,3.0,0,0,,1,Bajo,25.0,65,2
2508,Nerissa,235668109,3.0,9/10/2025,1,0.0,1,1,1.0,3,1,,0,Moderado,61.0,68,2
2598,Lisbeth,671856021,0.0,9/10/2025,1,1.0,1,0,1.0,2,1,,2,Alto,33.0,48,1
2469,Jessy,530982501,0.0,9/10/2025,1,1.0,1,1,1.0,3,1,,2,Moderado,33.0,81,2
2538,Betteanne,333246634,,9/10/2025,1,1.0,0,0,1.0,3,0,,1,Alto,,47,1
2007,Sayre,447996829,3.0,9/10/2025,1,1.0,1,1,0.0,3,0,,0,Moderado,91.0,98,2
2040,Cassondra,232382094,3.0,9/10/2025,1,1.0,0,0,2.0,1,1,,2,Bajo,88.0,56,2
2789,Yettie,316546923,2.0,9/10/2025,1,0.0,0,0,2.0,1,1,,1,Alto,55.0,20,1
2040,Kristy,543695133,0.0,9/10/2025,1,1.0,0,0,2.0,0,1,,1,Alto,19.0,31,1
2050,Fionna,857899442,2.0,9/10/2025,1,0.0,1,0,0.0,3,0,,1,Alto,58.0,40,1
2633,Idell,453046444,,9/10/2025,1,1.0,1,1,0.0,3,1,,2,Alto,,83,2
2801,Katrina,423943046,3.0,9/10/2025,1,1.0,1,0,3.0,2,1,,2,Moderado,63.0,60,2
2801,Carree,764580015,3.0,9/10/2025,1,1.0,0,1,1.0,0,0,,2,Bajo,79.0,92,2
2933,Margie,258056003,3.0,9/10/2025,1,1.0,0,1,1.0,3,0,,1,Bajo,64.0,97,2
2264,Trish,626723235,2.0,9/10/2025,1,1.0,1,0,0.0,0,1,,1,Moderado,52.0,54,2
2067,Lucille,583019009,2.0,9/10/2025,1,1.0,1,1,1.0,3,0,,0,Bajo,56.0,88,2
2684,Adah,161757825,2.0,9/10/2025,1,1.0,0,0,0.0,3,1,,1,Alto,54.0,58,2
2965,Pia,623082623,3.0,9/10/2025,1,0.0,0,1,3.0,3,1,,0,Moderado,64.0,56,2
2826,Fawne,806821312,3.0,9/10/2025,1,1.0,1,0,,3,0,,1,Moderado,75.0,73,2
2149,Jerry,793014108,3.0,9/10/2025,1,0.0,1,1,0.0,1,0,,2,Alto,92.0,75,2
2159,Nessa,185099561,3.0,9/10/2025,1,1.0,0,1,1.0,3,0,,1,Alto,95.0,97,2
2826,Letta,456101432,,9/10/2025,1,1.0,0,1,2.0,0,1,,2,Alto,,64,2
2904,Lindsy,157476970,3.0,9/10/2025,1,1.0,1,1,1.0,0,0,,2,Alto,83.0,96,2
2590,Gigi,109352617,,9/10/2025,1,0.0,1,1,0.0,0,1,,0,Bajo,,42,1
2797,Alecia,913156265,0.0,9/10/2025,1,0.0,0,0,0.0,3,0,,2,Bajo,33.0,27,1
2088,Roze,436732726,1.0,9/10/2025,1,1.0,0,1,0.0,3,0,,2,Bajo,48.0,87,2
2384,Justinn,939450799,3.0,9/10/2025,1,0.0,0,1,1.0,3,1,,2,Bajo,64.0,72,2
2882,Annissa,298431815,3.0,9/10/2025,1,0.0,0,1,3.0,3,1,,0,Moderado,89.0,56,2
2383,Drona,969151361,3.0,9/10/2025,1,1.0,0,1,0.0,2,0,,0,Moderado,91.0,91,2
2020,Madelaine,927797358,2.0,9/10/2025,1,1.0,1,0,2.0,3,0,,0,Alto,55.0,53,2
2791,Glynda,523110536,3.0,9/10/2025,1,1.0,0,1,0.0,2,1,,1,Moderado,84.0,93,2
2074,Flora,394544436,,9/10/2025,1,0.0,0,0,0.0,3,1,,2,Moderado,,24,1
2677,Kirby,156440732,1.0,9/10/2025,1,0.0,1,1,0.0,1,0,,1,Bajo,44.0,57,2
2831,Annnora,798924013,1.0,9/10/2025,1,0.0,1,1,3.0,1,1,,1,Moderado,40.0,44,1
2416,Cherida,480785227,0.0,9/10/2025,1,1.0,1,0,1.0,3,0,,0,Moderado,35.0,46,1
2122,Emilee,144784684,3.0,9/10/2025,1,0.0,1,1,1.0,2,1,,2,Moderado,71.0,73,2
2544,Robbyn,996208934,3.0,9/10/2025,1,0.0,0,0,3.0,3,1,,1,Moderado,82.0,31,1
2418,Joby,929924646,3.0,9/10/2025,1,,0,1,1.0,3,1,,1,Alto,70.0,69,2
2671,Carie,412893375,0.0,9/10/2025,1,1.0,1,0,2.0,1,1,,2,Moderado,18.0,40,1
2818,Gussie,760362806,3.0,9/10/2025,1,0.0,0,1,2.0,0,1,,1,Alto,65.0,56,2
2526,Drona,222136534,3.0,9/10/2025,1,0.0,0,1,0.0,0,0,,1,Alto,62.0,66,2
2463,Linette,608578959,3.0,9/10/2025,1,0.0,0,0,2.0,0,1,,1,Bajo,69.0,26,1
2296,Reyna,569326189,3.0,9/10/2025,1,1.0,0,0,0.0,3,0,,0,Moderado,95.0,64,2
2632,Lee,881719031,3.0,9/10/2025,1,0.0,0,1,3.0,3,1,,2,Bajo,76.0,64,2
2042,Faustine,149194106,2.0,9/10/2025,1,0.0,0,0,1.0,3,1,,2,Bajo,55.0,34,1
2667,Audrye,632908063,3.0,9/10/2025,1,0.0,1,0,3.0,1,0,,1,Bajo,95.0,32,1
2759,Tanhya,299948384,3.0,9/10/2025,1,1.0,0,0,2.0,3,0,,0,Alto,63.0,57,2
2927,Umeko,785262393,,9/10/2025,1,1.0,0,0,2.0,2,0,,1,Bajo,,39,1
2775,Floris,996065370,3.0,9/10/2025,1,0.0,0,0,3.0,3,1,,1,Bajo,98.0,31,1
2010,Vivyanne,399700331,,9/10/2025,1,0.0,0,1,0.0,2,0,,0,Moderado,,46,1
2309,Sigrid,890826844,3.0,9/10/2025,1,0.0,0,1,0.0,3,0,,1,Moderado,83.0,74,2
2080,Genevra,799998614,3.0,9/10/2025,1,1.0,1,1,2.0,0,1,,2,Alto,96.0,88,2
2644,Alfie,476331629,,9/10/2025,1,1.0,1,0,,1,1,,1,Alto,,44,1
2157,Anthia,730315786,3.0,9/10/2025,1,1.0,1,0,3.0,1,1,,1,Moderado,64.0,54,2
2013,Amaleta,700063401,2.0,9/10/2025,1,,1,1,0.0,0,0,,1,Moderado,51.0,62,2
2803,Iolande,462493893,3.0,9/10/2025,1,1.0,1,0,0.0,0,0,,2,Bajo,62.0,68,2
2585,Camel,258882301,3.0,9/10/2025,1,0.0,1,0,1.0,0,1,,2,Alto,65.0,38,1
2276,Gail,113805717,0.0,9/10/2025,1,1.0,1,0,1.0,2,0,,2,Alto,33.0,51,2
